supplier_id,supplier_name,lead_time_days,Total_Sales
S01449,"Nestle Nigeria 1449",6,719306.78
S00450,"Dangote Sugar 450",7,719046.70
S03310,"Dufil Prima Foods 3310",12,718504.80
S08940,"Nestle Nigeria 8940",14,718296.72
S07540,"Flour Mills Nigeria 7540",7,718252.01
S06036,"Dufil Prima Foods 6036",4,717944.53
S03699,"Nestle Nigeria 3699",12,717671.13
S06945,"Dufil Prima Foods 6945",1,717578.43
S00279,"Nestle Nigeria 279",7,717467.28
S03215,"Dangote Sugar 3215",12,717267.57
S00038,"Dufil Prima Foods 38",3,716740.92
S01611,"Nestle Nigeria 1611",11,716350.90
S09351,"Dufil Prima Foods 9351",9,715724.55
S07786,"Dangote Sugar 7786",4,714615.52
S06454,"Nestle Nigeria 6454",9,714240.60
S04686,"Nestle Nigeria 4686",11,713976.76
S02379,"Flour Mills Nigeria 2379",7,713484.23
S02728,"Nestle Nigeria 2728",1,712821.78
S00081,"Flour Mills Nigeria 81",7,712422.90
S04270,"Dufil Prima Foods 4270",13,712015.04
S08074,"Dangote Sugar 8074",2,711610.33
S07757,"Dufil Prima Foods 7757",4,711230.19
S09860,"Dufil Prima Foods 9860",8,711122.50
S07520,"Nestle Nigeria 7520",4,711043.52
S08849,"Flour Mills Nigeria 8849",5,710707.10
S02262,"Dufil Prima Foods 2262",14,708775.04
S06706,"Dangote Sugar 6706",3,708486.97
S04450,"Flour Mills Nigeria 4450",14,708357.65
S09707,"Nestle Nigeria 9707",14,708275.16
S01710,"Nestle Nigeria 1710",4,707125.44
S04342,"Dufil Prima Foods 4342",9,706853.77
S00096,"Flour Mills Nigeria 96",13,706716.64
S07263,"Dufil Prima Foods 7263",9,706464.75
S09109,"Flour Mills Nigeria 9109",11,706005.63
S02768,"Flour Mills Nigeria 2768",5,705748.46
S02537,"Nestle Nigeria 2537",3,705497.76
S09034,"Flour Mills Nigeria 9034",14,704525.58
S00285,"Dangote Sugar 285",4,704476.55
S08187,"Dufil Prima Foods 8187",9,704025.60
S07871,"Dangote Sugar 7871",5,703382.04
S07762,"Flour Mills Nigeria 7762",4,702913.82
S01094,"Dufil Prima Foods 1094",14,702789.78
S01096,"Dangote Sugar 1096",7,701685.20
S07338,"Nestle Nigeria 7338",9,701274.18
S09550,"Nestle Nigeria 9550",5,699939.10
S04782,"Flour Mills Nigeria 4782",2,698360.95
S09197,"Flour Mills Nigeria 9197",4,697766.08
S08797,"Dufil Prima Foods 8797",7,696875.04
S08601,"Dangote Sugar 8601",6,696439.04
S04625,"Nestle Nigeria 4625",1,695468.93
S00391,"Flour Mills Nigeria 391",1,694184.96
S04542,"Flour Mills Nigeria 4542",5,694169.32
S00579,"Dangote Sugar 579",1,693519.60
S09664,"Dufil Prima Foods 9664",13,693389.70
S05184,"Nestle Nigeria 5184",13,693204.92
S03814,"Nestle Nigeria 3814",1,691836.84
S07901,"Nestle Nigeria 7901",11,691312.19
S02348,"Dangote Sugar 2348",8,690085.46
S04452,"Dangote Sugar 4452",8,689493.08
S00989,"Nestle Nigeria 989",7,688150.20
S04277,"Flour Mills Nigeria 4277",3,687946.60
S05271,"Nestle Nigeria 5271",10,687807.36
S03430,"Flour Mills Nigeria 3430",2,687542.40
S03059,"Dangote Sugar 3059",4,687051.18
S08489,"Dufil Prima Foods 8489",6,687010.17
S00163,"Nestle Nigeria 163",3,686297.00
S08386,"Flour Mills Nigeria 8386",9,686260.64
S05870,"Dufil Prima Foods 5870",12,685995.75
S06603,"Nestle Nigeria 6603",6,685989.08
S05191,"Flour Mills Nigeria 5191",4,685828.08
S04214,"Nestle Nigeria 4214",7,685458.93
S05123,"Flour Mills Nigeria 5123",9,685339.23
S03610,"Flour Mills Nigeria 3610",9,685229.99
S07311,"Nestle Nigeria 7311",2,685125.48
S00396,"Nestle Nigeria 396",12,684961.96
S04701,"Dangote Sugar 4701",1,684788.85
S05340,"Dangote Sugar 5340",11,684745.38
S08148,"Nestle Nigeria 8148",11,684646.05
S01665,"Flour Mills Nigeria 1665",8,684592.40
S04278,"Nestle Nigeria 4278",7,684400.07
S08915,"Flour Mills Nigeria 8915",12,684228.16
S00918,"Nestle Nigeria 918",7,683926.62
S07102,"Nestle Nigeria 7102",3,682158.01
S05332,"Dufil Prima Foods 5332",4,681850.64
S01984,"Nestle Nigeria 1984",14,681784.60
S09280,"Dangote Sugar 9280",4,681577.69
S07105,"Nestle Nigeria 7105",14,681310.00
S00628,"Dangote Sugar 628",3,680549.98
S08632,"Dufil Prima Foods 8632",9,680048.17
S05625,"Flour Mills Nigeria 5625",13,680036.56
S08689,"Flour Mills Nigeria 8689",2,677182.80
S09135,"Nestle Nigeria 9135",14,676866.40
S04224,"Dangote Sugar 4224",4,676831.29
S04092,"Flour Mills Nigeria 4092",14,676815.02
S04178,"Dufil Prima Foods 4178",8,676590.12
S04190,"Nestle Nigeria 4190",12,675602.00
S09984,"Dangote Sugar 9984",4,675563.39
S09681,"Nestle Nigeria 9681",5,675420.00
S05573,"Dufil Prima Foods 5573",9,674964.96
S08728,"Dangote Sugar 8728",5,674433.54
S07490,"Nestle Nigeria 7490",10,673932.00
S04990,"Nestle Nigeria 4990",4,673248.75
S09392,"Nestle Nigeria 9392",5,672514.65
S04950,"Nestle Nigeria 4950",11,672009.30
S05194,"Nestle Nigeria 5194",5,671952.32
S04761,"Nestle Nigeria 4761",10,671780.97
S07114,"Dufil Prima Foods 7114",13,671505.12
S05816,"Dufil Prima Foods 5816",3,670660.00
S08065,"Nestle Nigeria 8065",5,670402.56
S09350,"Flour Mills Nigeria 9350",4,670035.60
S00830,"Dangote Sugar 830",11,668753.17
S08561,"Nestle Nigeria 8561",4,668559.54
S01161,"Flour Mills Nigeria 1161",11,667087.76
S07504,"Nestle Nigeria 7504",13,666989.04
S04301,"Nestle Nigeria 4301",11,666642.90
S05626,"Flour Mills Nigeria 5626",14,666615.39
S03340,"Dufil Prima Foods 3340",12,665626.52
S01002,"Dangote Sugar 1002",5,662806.97
S09000,"Nestle Nigeria 9000",14,662799.48
S05745,"Dangote Sugar 5745",14,662488.32
S01412,"Dangote Sugar 1412",10,662314.32
S06655,"Nestle Nigeria 6655",6,662298.00
S01652,"Dangote Sugar 1652",12,661879.80
S07152,"Flour Mills Nigeria 7152",12,661607.20
S04490,"Dangote Sugar 4490",13,660368.61
S06393,"Nestle Nigeria 6393",9,660072.42
S08038,"Dangote Sugar 8038",14,660029.85
S08748,"Dufil Prima Foods 8748",12,659928.36
S01195,"Nestle Nigeria 1195",3,659859.13
S03936,"Dufil Prima Foods 3936",4,659584.63
S07892,"Nestle Nigeria 7892",6,659497.41
S04437,"Dufil Prima Foods 4437",8,659348.70
S02971,"Nestle Nigeria 2971",1,659069.82
S05497,"Dufil Prima Foods 5497",6,658823.50
S02017,"Nestle Nigeria 2017",12,658670.97
S01114,"Dangote Sugar 1114",7,658534.11
S04862,"Nestle Nigeria 4862",1,658457.22
S06636,"Dufil Prima Foods 6636",9,657844.70
S02167,"Dangote Sugar 2167",9,657044.70
S00327,"Dufil Prima Foods 327",2,656321.04
S09382,"Dangote Sugar 9382",13,655469.22
S02195,"Flour Mills Nigeria 2195",5,655254.36
S02639,"Flour Mills Nigeria 2639",1,655073.92
S07306,"Flour Mills Nigeria 7306",10,654984.96
S08308,"Nestle Nigeria 8308",2,654085.74
S09331,"Nestle Nigeria 9331",6,654080.48
S00899,"Dangote Sugar 899",8,654061.32
S03243,"Dangote Sugar 3243",8,653577.02
S07906,"Flour Mills Nigeria 7906",1,653212.80
S02523,"Flour Mills Nigeria 2523",14,652729.02
S09782,"Flour Mills Nigeria 9782",8,652323.90
S06544,"Dangote Sugar 6544",6,651818.82
S07507,"Nestle Nigeria 7507",1,651675.78
S06924,"Nestle Nigeria 6924",2,651432.80
S01386,"Dangote Sugar 1386",3,651052.32
S07534,"Dufil Prima Foods 7534",9,650431.50
S00503,"Flour Mills Nigeria 503",6,650161.05
S04159,"Flour Mills Nigeria 4159",1,649132.80
S03710,"Dangote Sugar 3710",12,649018.72
S04481,"Dangote Sugar 4481",10,648604.14
S09974,"Nestle Nigeria 9974",5,648594.52
S06650,"Flour Mills Nigeria 6650",6,648468.24
S05071,"Dangote Sugar 5071",14,647710.21
S00239,"Flour Mills Nigeria 239",7,646158.08
S00159,"Flour Mills Nigeria 159",5,645588.94
S05285,"Dufil Prima Foods 5285",6,645489.41
S05353,"Dufil Prima Foods 5353",11,644752.79
S07973,"Dangote Sugar 7973",5,644462.46
S04097,"Flour Mills Nigeria 4097",14,643808.80
S04308,"Nestle Nigeria 4308",6,642927.60
S07286,"Dufil Prima Foods 7286",3,642835.28
S03507,"Nestle Nigeria 3507",8,642251.63
S09477,"Dangote Sugar 9477",14,641805.20
S06031,"Dufil Prima Foods 6031",4,640846.15
S03362,"Nestle Nigeria 3362",12,640611.36
S07407,"Nestle Nigeria 7407",3,640502.70
S00654,"Nestle Nigeria 654",4,639812.21
S04385,"Dufil Prima Foods 4385",5,639375.50
S01849,"Flour Mills Nigeria 1849",7,638937.91
S01224,"Dangote Sugar 1224",12,638373.48
S08199,"Dangote Sugar 8199",4,638142.48
S08549,"Flour Mills Nigeria 8549",8,637344.74
S00283,"Nestle Nigeria 283",3,637120.02
S05430,"Flour Mills Nigeria 5430",11,636672.42
S01157,"Flour Mills Nigeria 1157",1,636555.10
S05892,"Dangote Sugar 5892",2,636505.01
S05345,"Dufil Prima Foods 5345",9,636079.72
S04076,"Flour Mills Nigeria 4076",8,635978.88
S01089,"Dufil Prima Foods 1089",8,635722.08
S01821,"Dangote Sugar 1821",2,633936.68
S01280,"Flour Mills Nigeria 1280",7,633617.60
S02831,"Nestle Nigeria 2831",12,633327.76
S05250,"Flour Mills Nigeria 5250",6,633274.64
S05770,"Flour Mills Nigeria 5770",11,633089.72
S09294,"Nestle Nigeria 9294",2,632245.90
S01566,"Flour Mills Nigeria 1566",13,632100.00
S06810,"Dangote Sugar 6810",4,632056.26
S05002,"Dangote Sugar 5002",3,631863.93
S09594,"Flour Mills Nigeria 9594",4,631074.50
S04395,"Nestle Nigeria 4395",2,631071.00
S02064,"Dangote Sugar 2064",13,630500.30
S07623,"Nestle Nigeria 7623",7,629802.04
S02561,"Dufil Prima Foods 2561",4,629603.57
S07070,"Flour Mills Nigeria 7070",12,629075.36
S05418,"Flour Mills Nigeria 5418",3,628015.98
S09165,"Nestle Nigeria 9165",7,628009.30
S05910,"Dufil Prima Foods 5910",7,627617.32
S06400,"Dangote Sugar 6400",4,626960.95
S08048,"Nestle Nigeria 8048",2,626785.92
S06868,"Nestle Nigeria 6868",9,626663.62
S08641,"Dufil Prima Foods 8641",10,626436.03
S06989,"Dufil Prima Foods 6989",11,626248.68
S06898,"Nestle Nigeria 6898",9,626207.92
S04644,"Flour Mills Nigeria 4644",4,626039.99
S06152,"Flour Mills Nigeria 6152",9,625767.57
S09414,"Dangote Sugar 9414",12,625764.56
S06040,"Dangote Sugar 6040",1,625299.87
S00421,"Dufil Prima Foods 421",1,625202.55
S04601,"Nestle Nigeria 4601",3,625183.52
S01808,"Nestle Nigeria 1808",14,625052.48
S09127,"Dangote Sugar 9127",2,624747.55
S03563,"Dangote Sugar 3563",10,624412.88
S02843,"Flour Mills Nigeria 2843",3,624016.96
S06702,"Flour Mills Nigeria 6702",14,623484.40
S09169,"Flour Mills Nigeria 9169",11,623110.54
S09137,"Dufil Prima Foods 9137",8,621356.40
S05566,"Flour Mills Nigeria 5566",12,620737.59
S09104,"Dangote Sugar 9104",4,620330.91
S05649,"Dangote Sugar 5649",7,620316.06
S00397,"Dufil Prima Foods 397",7,620207.50
S09938,"Flour Mills Nigeria 9938",2,619166.08
S07445,"Dangote Sugar 7445",5,618829.18
S01232,"Nestle Nigeria 1232",13,618198.21
S07846,"Nestle Nigeria 7846",1,617988.00
S05189,"Dangote Sugar 5189",5,617800.96
S02278,"Dufil Prima Foods 2278",6,617516.12
S09235,"Dufil Prima Foods 9235",8,617445.52
S04618,"Nestle Nigeria 4618",9,617193.12
S06070,"Dangote Sugar 6070",5,616531.47
S07518,"Nestle Nigeria 7518",11,616495.13
S07938,"Nestle Nigeria 7938",12,616317.09
S01972,"Dangote Sugar 1972",4,616209.00
S07196,"Dangote Sugar 7196",1,615727.50
S08335,"Flour Mills Nigeria 8335",6,615626.88
S05234,"Dangote Sugar 5234",13,615583.43
S08835,"Dufil Prima Foods 8835",12,614469.24
S06474,"Flour Mills Nigeria 6474",10,614365.73
S04604,"Nestle Nigeria 4604",2,614296.32
S03083,"Dangote Sugar 3083",11,614279.40
S06790,"Nestle Nigeria 6790",1,613099.95
S09657,"Flour Mills Nigeria 9657",8,613026.48
S08463,"Flour Mills Nigeria 8463",9,612733.44
S07974,"Nestle Nigeria 7974",1,611624.20
S02684,"Flour Mills Nigeria 2684",10,611268.85
S08302,"Dufil Prima Foods 8302",7,610955.28
S02710,"Dufil Prima Foods 2710",13,610383.42
S05274,"Dufil Prima Foods 5274",11,610367.34
S07963,"Dangote Sugar 7963",3,610131.80
S02534,"Nestle Nigeria 2534",10,610087.75
S02392,"Dufil Prima Foods 2392",3,609552.60
S08291,"Dangote Sugar 8291",8,609552.06
S02028,"Dufil Prima Foods 2028",14,609501.84
S01938,"Dufil Prima Foods 1938",9,609226.93
S00475,"Dangote Sugar 475",10,609155.31
S03088,"Dangote Sugar 3088",3,608827.20
S08072,"Dangote Sugar 8072",7,608340.60
S01479,"Dufil Prima Foods 1479",4,608230.98
S08061,"Dangote Sugar 8061",11,607755.36
S08225,"Dangote Sugar 8225",10,607508.24
S04688,"Dangote Sugar 4688",2,606588.15
S00124,"Dufil Prima Foods 124",10,606522.60
S08792,"Nestle Nigeria 8792",5,606341.85
S03897,"Dangote Sugar 3897",12,605675.92
S03716,"Nestle Nigeria 3716",11,605570.64
S06889,"Dufil Prima Foods 6889",10,605363.36
S03962,"Dufil Prima Foods 3962",12,605045.48
S03638,"Dufil Prima Foods 3638",5,604539.46
S02925,"Flour Mills Nigeria 2925",2,604104.92
S08468,"Flour Mills Nigeria 8468",4,604047.78
S08130,"Nestle Nigeria 8130",14,603781.24
S02247,"Dangote Sugar 2247",11,603538.40
S03912,"Dufil Prima Foods 3912",4,603262.42
S06740,"Dufil Prima Foods 6740",4,602949.15
S00091,"Dufil Prima Foods 91",10,602839.20
S05741,"Dangote Sugar 5741",6,602770.50
S00629,"Flour Mills Nigeria 629",9,601879.20
S04613,"Dufil Prima Foods 4613",14,601125.22
S04086,"Dangote Sugar 4086",4,600544.02
S09878,"Nestle Nigeria 9878",10,600396.99
S02836,"Nestle Nigeria 2836",9,600056.48
S09103,"Dufil Prima Foods 9103",10,599381.40
S06730,"Nestle Nigeria 6730",4,599073.74
S08252,"Nestle Nigeria 8252",2,599016.24
S07928,"Dufil Prima Foods 7928",13,598915.72
S02223,"Nestle Nigeria 2223",13,598766.87
S05746,"Flour Mills Nigeria 5746",9,598010.04
S02724,"Dufil Prima Foods 2724",7,597857.70
S06053,"Flour Mills Nigeria 6053",13,597701.12
S04544,"Dufil Prima Foods 4544",9,597621.96
S08303,"Dufil Prima Foods 8303",3,596851.16
S04515,"Nestle Nigeria 4515",7,596560.44
S05533,"Dufil Prima Foods 5533",14,595686.00
S00981,"Dufil Prima Foods 981",10,595660.12
S09693,"Dangote Sugar 9693",12,595461.12
S02095,"Flour Mills Nigeria 2095",9,595022.40
S07045,"Dangote Sugar 7045",4,594787.84
S06428,"Dangote Sugar 6428",7,593624.25
S05990,"Nestle Nigeria 5990",2,593210.88
S01118,"Dufil Prima Foods 1118",9,592461.44
S05215,"Dangote Sugar 5215",10,591967.88
S09535,"Flour Mills Nigeria 9535",3,591918.04
S03542,"Flour Mills Nigeria 3542",10,591834.98
S02322,"Nestle Nigeria 2322",14,591794.42
S00054,"Dufil Prima Foods 54",3,590785.51
S08241,"Flour Mills Nigeria 8241",11,590415.88
S01405,"Dangote Sugar 1405",12,589496.88
S08867,"Flour Mills Nigeria 8867",1,589032.64
S09780,"Dangote Sugar 9780",8,588638.54
S04899,"Flour Mills Nigeria 4899",14,588377.60
S00045,"Dufil Prima Foods 45",11,587927.90
S07106,"Dufil Prima Foods 7106",3,587899.95
S04472,"Flour Mills Nigeria 4472",12,587639.61
S00357,"Nestle Nigeria 357",14,587451.90
S07538,"Dangote Sugar 7538",9,587393.52
S09430,"Dufil Prima Foods 9430",4,586809.18
S07599,"Dangote Sugar 7599",13,586733.78
S09853,"Nestle Nigeria 9853",6,586305.79
S04199,"Dangote Sugar 4199",13,586006.95
S03967,"Dufil Prima Foods 3967",3,585816.84
S08774,"Flour Mills Nigeria 8774",8,585540.16
S06408,"Dangote Sugar 6408",2,585173.32
S07801,"Flour Mills Nigeria 7801",11,585030.90
S01171,"Dangote Sugar 1171",12,585029.89
S01613,"Flour Mills Nigeria 1613",11,585002.53
S00042,"Nestle Nigeria 42",13,584863.00
S05096,"Nestle Nigeria 5096",6,584790.26
S05913,"Dufil Prima Foods 5913",7,584096.09
S03651,"Nestle Nigeria 3651",3,584017.51
S00926,"Dangote Sugar 926",5,583500.28
S07398,"Dufil Prima Foods 7398",1,583459.37
S08445,"Dangote Sugar 8445",11,583332.65
S00730,"Dangote Sugar 730",5,582301.02
S01742,"Dufil Prima Foods 1742",12,581882.65
S09434,"Nestle Nigeria 9434",8,581865.48
S00783,"Nestle Nigeria 783",8,581326.86
S02760,"Nestle Nigeria 2760",12,581179.32
S08508,"Flour Mills Nigeria 8508",4,580991.08
S04080,"Dufil Prima Foods 4080",9,580746.60
S02297,"Flour Mills Nigeria 2297",12,580495.27
S07838,"Flour Mills Nigeria 7838",9,580376.87
S03377,"Dangote Sugar 3377",13,580031.65
S02762,"Nestle Nigeria 2762",5,579988.68
S07065,"Flour Mills Nigeria 7065",12,579857.04
S08640,"Nestle Nigeria 8640",3,579654.31
S09004,"Dufil Prima Foods 9004",10,579639.48
S01370,"Dufil Prima Foods 1370",11,579283.06
S07134,"Flour Mills Nigeria 7134",6,579034.25
S08093,"Flour Mills Nigeria 8093",12,578954.17
S09220,"Dangote Sugar 9220",12,578455.50
S00174,"Flour Mills Nigeria 174",7,577858.62
S00137,"Nestle Nigeria 137",12,577636.04
S05511,"Dufil Prima Foods 5511",4,577597.30
S00297,"Dangote Sugar 297",4,577528.60
S04617,"Dangote Sugar 4617",6,576633.24
S05857,"Flour Mills Nigeria 5857",2,576292.20
S03195,"Dufil Prima Foods 3195",3,576077.04
S02462,"Flour Mills Nigeria 2462",9,575316.61
S02065,"Dangote Sugar 2065",7,573418.00
S05151,"Nestle Nigeria 5151",1,573360.84
S04943,"Flour Mills Nigeria 4943",9,573148.44
S08962,"Flour Mills Nigeria 8962",5,572823.30
S04316,"Flour Mills Nigeria 4316",12,572511.36
S09842,"Flour Mills Nigeria 9842",4,572091.26
S09881,"Dufil Prima Foods 9881",3,572022.53
S04907,"Nestle Nigeria 4907",3,571364.73
S04841,"Dufil Prima Foods 4841",7,571296.54
S00752,"Flour Mills Nigeria 752",13,571192.82
S06923,"Nestle Nigeria 6923",3,571126.81
S07988,"Dufil Prima Foods 7988",5,571124.40
S03616,"Flour Mills Nigeria 3616",14,571087.56
S07091,"Nestle Nigeria 7091",5,570748.80
S07012,"Nestle Nigeria 7012",14,570309.74
S03934,"Nestle Nigeria 3934",13,570272.16
S09300,"Flour Mills Nigeria 9300",11,569840.88
S02967,"Dufil Prima Foods 2967",11,569512.84
S08419,"Dufil Prima Foods 8419",11,569122.48
S06713,"Flour Mills Nigeria 6713",1,569112.00
S07805,"Nestle Nigeria 7805",12,568584.12
S09689,"Nestle Nigeria 9689",13,568313.20
S04383,"Dufil Prima Foods 4383",7,568102.58
S04044,"Flour Mills Nigeria 4044",1,567866.25
S09431,"Dangote Sugar 9431",10,567822.82
S00494,"Dangote Sugar 494",6,567409.64
S05736,"Flour Mills Nigeria 5736",1,567152.82
S00743,"Flour Mills Nigeria 743",12,567142.68
S09253,"Dufil Prima Foods 9253",3,565912.75
S06241,"Dangote Sugar 6241",1,565890.43
S09233,"Dufil Prima Foods 9233",4,565582.19
S03245,"Dangote Sugar 3245",12,565401.50
S03613,"Nestle Nigeria 3613",12,565320.75
S09478,"Dufil Prima Foods 9478",11,565219.40
S03727,"Dufil Prima Foods 3727",1,565196.00
S07823,"Nestle Nigeria 7823",3,565112.70
S04920,"Flour Mills Nigeria 4920",14,564710.30
S07176,"Dangote Sugar 7176",14,564203.34
S09202,"Dufil Prima Foods 9202",9,564093.94
S06932,"Flour Mills Nigeria 6932",6,563752.41
S03049,"Nestle Nigeria 3049",5,563641.25
S03892,"Dangote Sugar 3892",6,563312.43
S00387,"Flour Mills Nigeria 387",11,563193.12
S00026,"Dufil Prima Foods 26",5,563168.57
S08149,"Dufil Prima Foods 8149",1,562683.10
S04563,"Flour Mills Nigeria 4563",1,562631.42
S09376,"Dufil Prima Foods 9376",6,562595.07
S03008,"Dufil Prima Foods 3008",5,562527.10
S07644,"Dufil Prima Foods 7644",1,560857.92
S06208,"Dufil Prima Foods 6208",11,560575.17
S00874,"Dangote Sugar 874",6,559922.54
S07122,"Flour Mills Nigeria 7122",13,559759.20
S09798,"Nestle Nigeria 9798",9,559403.32
S02792,"Nestle Nigeria 2792",6,559272.12
S05331,"Nestle Nigeria 5331",6,558734.40
S09089,"Flour Mills Nigeria 9089",13,558591.44
S08161,"Nestle Nigeria 8161",3,557935.56
S09823,"Dangote Sugar 9823",4,557783.68
S03478,"Dangote Sugar 3478",9,557617.29
S07824,"Flour Mills Nigeria 7824",2,557528.49
S01772,"Nestle Nigeria 1772",4,557378.60
S03609,"Nestle Nigeria 3609",2,557357.41
S05765,"Nestle Nigeria 5765",11,557235.35
S09519,"Nestle Nigeria 9519",12,556842.86
S01288,"Dangote Sugar 1288",9,556317.02
S03853,"Flour Mills Nigeria 3853",13,556214.21
S01413,"Flour Mills Nigeria 1413",13,555833.54
S06814,"Flour Mills Nigeria 6814",9,554830.80
S03604,"Flour Mills Nigeria 3604",1,554700.32
S00130,"Nestle Nigeria 130",14,554210.35
S01686,"Flour Mills Nigeria 1686",5,553251.43
S07709,"Dufil Prima Foods 7709",14,552868.87
S04140,"Dufil Prima Foods 4140",11,552790.40
S02677,"Dufil Prima Foods 2677",1,552661.93
S06132,"Nestle Nigeria 6132",6,552563.59
S09646,"Flour Mills Nigeria 9646",8,552452.78
S00345,"Dufil Prima Foods 345",4,552400.80
S02731,"Dufil Prima Foods 2731",6,551957.86
S09518,"Dufil Prima Foods 9518",10,551929.04
S02617,"Nestle Nigeria 2617",4,551864.60
S01199,"Dangote Sugar 1199",4,551675.50
S09050,"Dufil Prima Foods 9050",6,551262.63
S09683,"Nestle Nigeria 9683",6,551175.36
S03412,"Dangote Sugar 3412",9,551118.05
S04500,"Nestle Nigeria 4500",6,551017.60
S06773,"Dangote Sugar 6773",2,550268.91
S03793,"Dangote Sugar 3793",9,549923.14
S04995,"Dangote Sugar 4995",5,549463.86
S07994,"Dufil Prima Foods 7994",13,549106.64
S08803,"Dufil Prima Foods 8803",11,549049.86
S07867,"Flour Mills Nigeria 7867",14,548652.05
S02807,"Dangote Sugar 2807",9,548615.88
S03422,"Dufil Prima Foods 3422",2,548479.86
S08208,"Flour Mills Nigeria 8208",1,547880.74
S03861,"Nestle Nigeria 3861",2,547325.78
S05783,"Nestle Nigeria 5783",10,546919.36
S04526,"Dufil Prima Foods 4526",3,546362.78
S09733,"Dangote Sugar 9733",1,545899.00
S08180,"Nestle Nigeria 8180",5,545866.76
S04760,"Flour Mills Nigeria 4760",2,545512.56
S08871,"Dufil Prima Foods 8871",2,545144.46
S07081,"Dangote Sugar 7081",6,545085.87
S01415,"Flour Mills Nigeria 1415",5,545082.74
S04433,"Dufil Prima Foods 4433",7,544541.10
S01915,"Nestle Nigeria 1915",13,544467.52
S05260,"Dangote Sugar 5260",5,543298.92
S00511,"Nestle Nigeria 511",13,543294.15
S04768,"Dangote Sugar 4768",7,543293.46
S01522,"Dufil Prima Foods 1522",5,543254.28
S00394,"Dangote Sugar 394",14,543239.45
S07941,"Dangote Sugar 7941",8,542784.72
S00544,"Flour Mills Nigeria 544",3,542590.88
S06183,"Nestle Nigeria 6183",8,542444.76
S04324,"Dangote Sugar 4324",14,542416.40
S03327,"Flour Mills Nigeria 3327",1,542401.74
S01081,"Dufil Prima Foods 1081",8,541538.88
S04870,"Dangote Sugar 4870",7,541233.70
S08131,"Nestle Nigeria 8131",2,541096.25
S03589,"Dufil Prima Foods 3589",5,540927.30
S03194,"Dangote Sugar 3194",13,540678.26
S02660,"Dangote Sugar 2660",2,540536.49
S02756,"Flour Mills Nigeria 2756",4,539958.37
S03216,"Nestle Nigeria 3216",3,539673.34
S02821,"Flour Mills Nigeria 2821",5,539571.77
S06595,"Flour Mills Nigeria 6595",12,538964.92
S04678,"Flour Mills Nigeria 4678",10,538658.12
S08105,"Flour Mills Nigeria 8105",6,537904.71
S09569,"Dufil Prima Foods 9569",11,537892.30
S08646,"Flour Mills Nigeria 8646",1,537368.85
S01480,"Dufil Prima Foods 1480",9,537167.64
S08997,"Dufil Prima Foods 8997",6,536896.96
