product_name,Sales_Year,Sales_Month,Sales_Month_Number,Monthly_Sales
"Golden Penny Product 5947",2025,July,7,692155.17
"Peak Product 8610",2025,September,9,691890.22
"Dettol Product 380",2025,March,3,691641.09
"Indomie Product 9560",2025,October,10,691436.28
"Indomie Product 1993",2025,June,6,691278.35
"Dangote Product 2755",2025,February,2,691023.61
"Power Oil Product 1857",2025,January,1,690015.95
"Dangote Product 9149",2025,March,3,689959.11
"Golden Penny Product 8052",2025,March,3,689772.60
"Power Oil Product 669",2025,July,7,689101.20
"Golden Penny Product 4642",2025,September,9,688967.30
"Milo Product 8906",2025,February,2,688922.26
"Nestle Product 2347",2025,August,8,688286.48
"Dettol Product 7463",2025,July,7,687969.61
"Peak Product 6351",2025,June,6,687539.54
"Peak Product 3190",2025,May,5,687204.74
"Nestle Product 7621",2025,April,4,686782.35
"Milo Product 7115",2025,January,1,686449.44
"Nestle Product 2733",2025,November,11,686135.00
"Golden Penny Product 7673",2025,May,5,685634.00
"Peak Product 4514",2025,August,8,685563.56
"Dettol Product 1679",2025,January,1,685531.20
"Nestle Product 1419",2025,October,10,685363.20
"Nestle Product 7398",2025,March,3,685252.26
"Indomie Product 9453",2025,November,11,685117.79
"Peak Product 5103",2025,September,9,684732.77
"Dettol Product 4863",2025,June,6,684476.16
"Dangote Product 9675",2025,January,1,684368.05
"Indomie Product 8351",2025,November,11,684294.30
"Power Oil Product 6995",2025,March,3,684203.58
"Peak Product 5423",2025,March,3,683793.67
"Milo Product 2661",2025,November,11,683674.18
"Dettol Product 2727",2025,July,7,683576.59
"Dangote Product 8358",2025,January,1,683230.40
"Milo Product 3433",2025,January,1,683024.98
"Milo Product 2301",2025,August,8,683015.70
"Nestle Product 6150",2025,March,3,682831.15
"Nestle Product 4447",2025,September,9,682775.58
"Golden Penny Product 3675",2025,August,8,682677.32
"Golden Penny Product 4715",2025,December,12,682500.00
"Dangote Product 5123",2025,October,10,681740.23
"Dettol Product 7574",2025,December,12,681413.38
"Power Oil Product 6770",2025,March,3,681187.20
"Dettol Product 7770",2025,April,4,680909.97
"Indomie Product 4980",2025,May,5,680514.87
"Dettol Product 5919",2025,August,8,680393.35
"Milo Product 6099",2025,May,5,680270.92
"Power Oil Product 4872",2025,March,3,680252.84
"Milo Product 7596",2025,May,5,680221.80
"Power Oil Product 317",2025,April,4,680061.02
"Milo Product 6696",2025,February,2,679777.39
"Peak Product 4301",2025,March,3,679657.44
"Peak Product 8781",2025,April,4,679635.20
"Power Oil Product 9735",2025,November,11,679494.98
"Nestle Product 3550",2025,August,8,678917.68
"Dettol Product 9261",2025,January,1,678784.96
"Nestle Product 3157",2025,November,11,678729.51
"Dettol Product 6146",2025,March,3,678228.36
"Nestle Product 9778",2025,July,7,677700.48
"Power Oil Product 382",2025,January,1,677520.04
"Golden Penny Product 2012",2025,October,10,677505.42
"Dangote Product 314",2025,July,7,677342.82
"Dangote Product 8865",2025,September,9,677300.76
"Peak Product 6190",2025,September,9,677197.17
"Power Oil Product 6316",2025,January,1,677139.96
"Peak Product 604",2025,October,10,676955.90
"Dettol Product 3969",2025,October,10,676452.86
"Milo Product 8549",2025,August,8,676383.53
"Peak Product 8840",2025,September,9,676154.94
"Peak Product 8353",2025,February,2,676129.80
"Indomie Product 5034",2025,August,8,675924.99
"Golden Penny Product 2997",2025,January,1,675844.38
"Indomie Product 5775",2025,November,11,675713.10
"Power Oil Product 1656",2025,June,6,675245.45
"Milo Product 4422",2025,September,9,675170.98
"Milo Product 4669",2025,April,4,675120.60
"Indomie Product 1264",2025,August,8,674645.72
"Dettol Product 7863",2025,April,4,674491.20
"Indomie Product 3260",2025,May,5,674400.96
"Milo Product 8997",2025,November,11,674213.36
"Dangote Product 1796",2025,August,8,674110.00
"Dangote Product 7214",2025,November,11,673566.84
"Indomie Product 2820",2025,February,2,673538.63
"Milo Product 2541",2025,September,9,673342.95
"Indomie Product 9927",2025,October,10,672894.07
"Nestle Product 6239",2025,January,1,672886.92
"Nestle Product 5039",2025,December,12,672800.60
"Milo Product 4303",2025,May,5,672277.30
"Milo Product 3226",2025,May,5,671741.21
"Indomie Product 3816",2025,November,11,671461.28
"Milo Product 8065",2025,December,12,671149.66
"Peak Product 8952",2025,October,10,671056.36
"Golden Penny Product 7582",2025,September,9,670705.08
"Milo Product 3865",2025,May,5,670641.28
"Dettol Product 4441",2025,June,6,670516.51
"Milo Product 2615",2025,June,6,670355.55
"Power Oil Product 9796",2025,May,5,669743.91
"Milo Product 2844",2025,April,4,669474.30
"Nestle Product 7255",2025,July,7,669383.12
"Milo Product 5295",2025,February,2,669257.50
"Golden Penny Product 3489",2025,October,10,669168.60
"Dettol Product 6996",2025,August,8,669082.26
"Power Oil Product 1212",2025,December,12,668772.00
"Power Oil Product 2711",2025,December,12,668615.70
"Dettol Product 8379",2025,September,9,668519.75
"Power Oil Product 2185",2025,April,4,668258.55
"Dettol Product 466",2025,November,11,668258.44
"Dettol Product 1329",2025,August,8,668070.18
"Milo Product 7995",2025,August,8,668044.29
"Indomie Product 1830",2025,July,7,668002.32
"Dangote Product 5252",2025,February,2,667929.49
"Indomie Product 2572",2025,June,6,667875.08
"Nestle Product 3102",2025,January,1,667846.21
"Nestle Product 1594",2025,June,6,667811.20
"Power Oil Product 2177",2025,August,8,667478.96
"Golden Penny Product 8093",2025,October,10,667304.52
"Power Oil Product 9042",2025,November,11,666684.07
"Dangote Product 204",2025,March,3,666174.58
"Milo Product 8447",2025,January,1,666057.30
"Dangote Product 3452",2025,November,11,665806.82
"Milo Product 4466",2025,April,4,665805.60
"Indomie Product 9034",2025,December,12,665602.70
"Nestle Product 7707",2025,January,1,665436.20
"Peak Product 4234",2025,March,3,665173.62
"Dettol Product 3957",2025,August,8,664338.84
"Peak Product 2286",2025,June,6,664328.39
"Dangote Product 8285",2025,December,12,663889.71
"Power Oil Product 9794",2025,November,11,663848.30
"Peak Product 4321",2025,March,3,663173.75
"Milo Product 4413",2025,September,9,662995.95
"Nestle Product 1347",2025,June,6,662958.19
"Dangote Product 2966",2025,January,1,662933.10
"Indomie Product 9843",2025,September,9,662609.22
"Indomie Product 502",2025,August,8,662570.94
"Dangote Product 8388",2025,February,2,662486.50
"Power Oil Product 8686",2025,November,11,662380.79
"Power Oil Product 9821",2025,October,10,662020.12
"Milo Product 4228",2025,June,6,661911.38
"Indomie Product 5806",2025,June,6,661645.85
"Dettol Product 8495",2025,August,8,661265.02
"Dettol Product 8110",2025,November,11,661136.70
"Dangote Product 6698",2025,January,1,661053.00
"Milo Product 4107",2025,April,4,661013.51
"Golden Penny Product 7306",2025,June,6,660805.60
"Golden Penny Product 636",2025,November,11,660543.51
"Dangote Product 1885",2025,September,9,660429.09
"Golden Penny Product 4179",2025,January,1,660239.80
"Dettol Product 9092",2025,August,8,659259.88
"Milo Product 3882",2025,December,12,659240.67
"Dettol Product 4460",2025,January,1,659184.04
"Peak Product 2911",2025,May,5,658722.47
"Indomie Product 9212",2025,August,8,658482.16
"Power Oil Product 7411",2025,March,3,658289.07
"Dangote Product 4009",2025,November,11,657907.74
"Golden Penny Product 3310",2025,November,11,657791.33
"Dangote Product 2108",2025,February,2,657312.12
"Indomie Product 9598",2025,March,3,657212.67
"Dettol Product 6743",2025,April,4,657106.02
"Dettol Product 630",2025,August,8,656890.29
"Power Oil Product 273",2025,August,8,656588.48
"Dettol Product 2445",2025,May,5,656128.52
"Nestle Product 6753",2025,June,6,656127.46
"Dangote Product 8934",2025,February,2,656031.15
"Indomie Product 8494",2025,September,9,656024.89
"Milo Product 2677",2025,November,11,655809.55
"Nestle Product 3301",2025,August,8,655372.03
"Golden Penny Product 3374",2025,October,10,654506.40
"Dangote Product 8372",2025,March,3,653580.78
"Indomie Product 1035",2025,December,12,653402.46
"Peak Product 4211",2025,August,8,653229.72
"Golden Penny Product 5684",2025,September,9,653132.56
"Dettol Product 2469",2025,December,12,652611.80
"Power Oil Product 3071",2025,December,12,652444.61
"Peak Product 3703",2025,March,3,651680.16
"Power Oil Product 3306",2025,April,4,651578.15
"Milo Product 662",2025,September,9,651395.70
"Indomie Product 6872",2025,April,4,650583.70
"Milo Product 2137",2025,May,5,650552.00
"Milo Product 1469",2025,March,3,650515.07
"Milo Product 6109",2025,September,9,650156.13
"Indomie Product 3184",2025,April,4,649656.32
"Peak Product 2622",2025,May,5,649275.90
"Dangote Product 4995",2025,December,12,648543.90
"Golden Penny Product 1907",2025,April,4,648367.39
"Nestle Product 1364",2025,May,5,648141.39
"Power Oil Product 5014",2025,January,1,647888.14
"Dettol Product 4975",2025,May,5,647811.18
"Peak Product 1774",2025,September,9,647637.04
"Nestle Product 8270",2025,July,7,647615.72
"Dangote Product 5506",2025,February,2,647330.38
"Nestle Product 3010",2025,December,12,646624.06
"Indomie Product 1640",2025,January,1,645927.21
"Milo Product 6291",2025,January,1,645710.12
"Milo Product 8020",2025,January,1,645393.15
"Power Oil Product 429",2025,February,2,645243.69
"Nestle Product 7148",2025,September,9,644846.58
"Dettol Product 603",2025,May,5,644620.86
"Peak Product 7726",2025,June,6,644516.15
"Power Oil Product 7324",2025,December,12,644364.00
"Golden Penny Product 6110",2025,January,1,643623.00
"Power Oil Product 2629",2025,January,1,643555.68
"Golden Penny Product 2335",2025,January,1,643525.03
"Peak Product 2638",2025,August,8,643523.37
"Milo Product 9782",2025,April,4,643477.68
"Peak Product 3776",2025,August,8,643405.62
"Dettol Product 4888",2025,May,5,643343.10
"Peak Product 4255",2025,October,10,643261.32
"Power Oil Product 9727",2025,January,1,643246.80
"Power Oil Product 3944",2025,March,3,642975.30
"Dettol Product 9208",2025,August,8,642953.52
"Peak Product 8161",2025,September,9,642506.07
"Indomie Product 4653",2025,December,12,642461.30
"Milo Product 5373",2025,June,6,641852.38
"Dangote Product 7141",2025,August,8,641275.18
"Power Oil Product 3773",2025,September,9,641236.32
"Dangote Product 4518",2025,October,10,641052.88
"Dettol Product 1245",2025,January,1,640896.70
"Dettol Product 7363",2025,July,7,640893.96
"Peak Product 3058",2025,August,8,640881.64
"Indomie Product 3609",2025,November,11,640746.12
"Power Oil Product 7462",2025,August,8,640707.72
"Golden Penny Product 1739",2025,December,12,640598.00
"Peak Product 9373",2025,May,5,640391.73
"Golden Penny Product 759",2025,December,12,640307.92
"Dangote Product 4617",2025,March,3,640256.94
"Indomie Product 7629",2025,September,9,640146.45
"Peak Product 687",2025,December,12,640071.25
"Nestle Product 201",2025,August,8,639981.63
"Dangote Product 5027",2025,June,6,639947.52
"Dangote Product 651",2025,August,8,639460.08
"Golden Penny Product 3765",2025,December,12,639348.96
"Milo Product 5779",2025,January,1,639272.35
"Dettol Product 7262",2025,February,2,638414.64
"Nestle Product 7049",2025,June,6,638313.74
"Dangote Product 1059",2025,October,10,638147.07
"Golden Penny Product 3257",2025,November,11,638135.46
"Indomie Product 6641",2025,February,2,637951.94
"Golden Penny Product 8766",2025,August,8,637507.62
"Peak Product 2429",2025,January,1,637315.96
"Peak Product 2962",2025,October,10,637161.50
"Nestle Product 1123",2025,January,1,637075.07
"Milo Product 241",2025,March,3,637045.20
"Dangote Product 9877",2025,January,1,636823.20
"Milo Product 5116",2025,June,6,636579.27
"Golden Penny Product 5241",2025,November,11,636085.89
"Golden Penny Product 9658",2025,November,11,635914.00
"Dettol Product 2707",2025,September,9,635629.20
"Dangote Product 6628",2025,December,12,635320.47
"Dettol Product 1979",2025,September,9,634903.83
"Power Oil Product 7695",2025,June,6,634789.52
"Dangote Product 8666",2025,June,6,634571.30
"Nestle Product 1600",2025,October,10,634433.50
"Milo Product 5087",2025,December,12,634301.81
"Dangote Product 9906",2025,July,7,634255.49
"Power Oil Product 5080",2025,August,8,634170.96
"Golden Penny Product 2535",2025,December,12,633993.24
"Golden Penny Product 6854",2025,July,7,633948.60
"Dangote Product 8152",2025,December,12,633702.16
"Indomie Product 5896",2025,February,2,633554.18
"Dangote Product 2931",2025,September,9,633539.68
"Nestle Product 2075",2025,October,10,633508.36
"Indomie Product 8104",2025,March,3,633197.31
"Nestle Product 9294",2025,October,10,632918.58
"Dettol Product 1413",2025,June,6,632499.92
"Indomie Product 2653",2025,October,10,632347.82
"Indomie Product 9577",2025,February,2,632183.31
"Golden Penny Product 2524",2025,November,11,632044.08
"Nestle Product 5572",2025,February,2,631694.05
"Dettol Product 4864",2025,October,10,631589.26
"Power Oil Product 594",2025,September,9,631279.76
"Nestle Product 5189",2025,November,11,630400.26
"Indomie Product 2249",2025,May,5,630031.75
"Milo Product 8678",2025,December,12,629752.00
"Power Oil Product 450",2025,November,11,629704.32
"Power Oil Product 8547",2025,January,1,628882.08
"Power Oil Product 212",2025,May,5,627898.35
"Power Oil Product 2165",2025,September,9,627107.70
"Milo Product 1931",2025,September,9,627042.96
"Peak Product 8953",2025,December,12,626888.15
"Milo Product 2869",2025,July,7,626837.58
"Nestle Product 4440",2025,April,4,626734.90
"Peak Product 484",2025,January,1,626674.86
"Dettol Product 538",2025,March,3,626637.80
"Dettol Product 35",2025,January,1,626551.38
"Power Oil Product 3578",2025,October,10,626541.99
"Dangote Product 1291",2025,December,12,626479.17
"Indomie Product 5482",2025,January,1,625921.30
"Dettol Product 8498",2025,June,6,625663.06
"Dettol Product 7223",2025,October,10,625606.80
"Milo Product 1813",2025,November,11,625066.56
"Milo Product 5666",2025,October,10,625030.12
"Nestle Product 1584",2025,August,8,624926.54
"Dettol Product 1104",2025,November,11,624848.18
"Dettol Product 2571",2025,May,5,624759.04
"Golden Penny Product 5260",2025,January,1,624526.46
"Indomie Product 4176",2025,March,3,624467.74
"Golden Penny Product 4246",2025,September,9,624295.60
"Dettol Product 7365",2025,September,9,623964.90
"Nestle Product 9204",2025,March,3,623437.36
"Nestle Product 269",2025,May,5,622462.48
"Nestle Product 3591",2025,February,2,622142.27
"Nestle Product 6779",2025,September,9,622138.36
"Dettol Product 1580",2025,September,9,621797.09
"Peak Product 1437",2025,January,1,621644.04
"Golden Penny Product 4551",2025,June,6,621569.50
"Peak Product 563",2025,May,5,621216.18
"Indomie Product 381",2025,April,4,621029.08
"Dangote Product 3055",2025,March,3,620311.00
"Nestle Product 3057",2025,February,2,619960.75
"Power Oil Product 8073",2025,September,9,619643.94
"Peak Product 2382",2025,February,2,619541.30
"Milo Product 1440",2025,December,12,619085.16
"Golden Penny Product 2757",2025,October,10,619024.80
"Golden Penny Product 7998",2025,August,8,617883.80
"Nestle Product 1733",2025,June,6,617239.40
"Dangote Product 5639",2025,August,8,616989.28
"Peak Product 2602",2025,June,6,616975.75
"Peak Product 1230",2025,June,6,616909.52
"Golden Penny Product 6527",2025,December,12,616829.69
"Milo Product 2409",2025,June,6,616480.95
"Golden Penny Product 6089",2025,February,2,616317.68
"Milo Product 222",2025,January,1,615574.66
"Indomie Product 1730",2025,January,1,614903.60
"Nestle Product 1690",2025,August,8,614861.10
"Power Oil Product 2634",2025,May,5,614808.99
"Indomie Product 4198",2025,February,2,614739.30
"Golden Penny Product 8483",2025,May,5,614604.90
"Power Oil Product 4142",2025,January,1,614308.07
"Milo Product 2516",2025,November,11,614279.88
"Dangote Product 5557",2025,June,6,613745.17
"Nestle Product 3033",2025,November,11,613302.48
"Dangote Product 9148",2025,September,9,612678.94
"Nestle Product 2438",2025,November,11,612139.84
"Milo Product 1808",2025,September,9,612068.02
"Nestle Product 6184",2025,September,9,612040.54
"Peak Product 6411",2025,July,7,612009.12
"Dangote Product 5054",2025,October,10,611967.28
"Dangote Product 3750",2025,July,7,611874.54
"Indomie Product 3958",2025,February,2,611400.95
"Dettol Product 1026",2025,April,4,610996.77
"Nestle Product 1862",2025,October,10,610748.55
"Power Oil Product 5767",2025,October,10,609675.10
"Milo Product 6169",2025,May,5,609636.67
"Golden Penny Product 5272",2025,September,9,609414.90
"Nestle Product 1146",2025,March,3,609210.94
"Dangote Product 4351",2025,March,3,609105.77
"Peak Product 153",2025,December,12,608446.65
